Bundesland;Datum;Altersgrupppe;EW_Fallzahl
Thüringen;2020-10-05;20-59;29.75
Thüringen;2020-10-05;60+;18.042
Thüringen;2020-10-06;00-19;7.9667
Thüringen;2020-10-06;20-59;32.467
Thüringen;2020-10-06;60+;22.133
Thüringen;2020-10-07;00-19;5.05
Thüringen;2020-10-07;20-59;30.275
Thüringen;2020-10-07;60+;14.267
Thüringen;2020-10-08;00-19;5.2083
Thüringen;2020-10-08;20-59;26.7
Thüringen;2020-10-08;60+;19.725
Thüringen;2020-10-09;00-19;4.8
Thüringen;2020-10-09;20-59;42.233
Thüringen;2020-10-09;60+;22.2
Thüringen;2020-10-10;00-19;3.7667
Thüringen;2020-10-10;20-59;33.25
Thüringen;2020-10-10;60+;18.275
Thüringen;2020-10-11;00-19;9.325
Thüringen;2020-10-11;20-59;33.042
Thüringen;2020-10-11;60+;20.8
Thüringen;2020-10-12;00-19;9.4333
Thüringen;2020-10-12;20-59;50.2
Thüringen;2020-10-12;60+;37.525
Thüringen;2020-10-13;00-19;11.325
Thüringen;2020-10-13;20-59;67.983
Thüringen;2020-10-13;60+;33.642
Thüringen;2020-10-14;00-19;11.592
Thüringen;2020-10-14;20-59;70.008
Thüringen;2020-10-14;60+;30.075
Thüringen;2020-10-15;00-19;8.8417
Thüringen;2020-10-15;20-59;62.708
Thüringen;2020-10-15;60+;29.092
Thüringen;2020-10-16;00-19;14.442
Thüringen;2020-10-16;20-59;58.892
Thüringen;2020-10-16;60+;47.775
Thüringen;2020-10-17;00-19;12.883
Thüringen;2020-10-17;20-59;66.583
Thüringen;2020-10-17;60+;38.825
Thüringen;2020-10-18;00-19;9.6833
Thüringen;2020-10-18;20-59;74.042
Thüringen;2020-10-18;60+;46.133
Thüringen;2020-10-19;00-19;19.417
Thüringen;2020-10-19;20-59;102.16
Thüringen;2020-10-19;60+;58.692
Thüringen;2020-10-20;00-19;19.858
Thüringen;2020-10-20;20-59;112.24
Thüringen;2020-10-20;60+;56.233
Thüringen;2020-10-21;00-19;24.983
Thüringen;2020-10-21;20-59;111.78
Thüringen;2020-10-21;60+;62.208
Thüringen;2020-10-22;00-19;19.883
Thüringen;2020-10-22;20-59;113.02
Thüringen;2020-10-22;60+;73.017
Thüringen;2020-10-23;00-19;18.083
Thüringen;2020-10-23;20-59;111.24
Thüringen;2020-10-23;60+;76.575
Thüringen;2020-10-24;00-19;23.533
Thüringen;2020-10-24;20-59;130.58
Thüringen;2020-10-24;60+;65.442
Thüringen;2020-10-25;00-19;21.758
Thüringen;2020-10-25;20-59;122.46
Thüringen;2020-10-25;60+;67.133
Thüringen;2020-10-26;00-19;33.333
Thüringen;2020-10-26;20-59;166
Thüringen;2020-10-26;60+;82.183
Thüringen;2020-10-27;00-19;23.275
Thüringen;2020-10-27;20-59;153.36
Thüringen;2020-10-27;60+;66.925
Thüringen;2020-10-28;00-19;27.083
Thüringen;2020-10-28;20-59;153.05
Thüringen;2020-10-28;60+;59.192
Thüringen;2020-10-29;00-19;34.567
Thüringen;2020-10-29;20-59;136.11
Thüringen;2020-10-29;60+;59.208
Thüringen;2020-10-30;00-19;29.575
Thüringen;2020-10-30;20-59;135.22
Thüringen;2020-10-30;60+;64.908
Thüringen;2020-10-31;00-19;29.792
Thüringen;2020-10-31;20-59;127.38
Thüringen;2020-10-31;60+;62.133
Thüringen;2020-11-01;00-19;27.9
Thüringen;2020-11-01;20-59;152.57
Thüringen;2020-11-01;60+;68.067
Thüringen;2020-11-02;00-19;36.225
Thüringen;2020-11-02;20-59;152.45
Thüringen;2020-11-02;60+;95.967
Thüringen;2020-11-03;00-19;39.367
Thüringen;2020-11-03;20-59;153.88
Thüringen;2020-11-03;60+;70.292
Thüringen;2020-11-04;00-19;31.783
Thüringen;2020-11-04;20-59;148.28
Thüringen;2020-11-04;60+;75.342
Thüringen;2020-11-05;00-19;25.642
Thüringen;2020-11-05;20-59;126.62
Thüringen;2020-11-05;60+;73.7
Thüringen;2020-11-06;00-19;28.858
Thüringen;2020-11-06;20-59;135.29
Thüringen;2020-11-06;60+;70.717
Thüringen;2020-11-07;00-19;30.875
Thüringen;2020-11-07;20-59;154.97
Thüringen;2020-11-07;60+;64.65
Thüringen;2020-11-08;00-19;34.883
Thüringen;2020-11-08;20-59;158.71
Thüringen;2020-11-08;60+;78.675
Thüringen;2020-11-09;00-19;44.125
Thüringen;2020-11-09;20-59;191.44
Thüringen;2020-11-09;60+;126.14
Thüringen;2020-11-10;00-19;51.333
Thüringen;2020-11-10;20-59;175.72
Thüringen;2020-11-10;60+;103.21
Thüringen;2020-11-11;00-19;49.875
Thüringen;2020-11-11;20-59;174.24
Thüringen;2020-11-11;60+;97.975
Thüringen;2020-11-12;00-19;51.7
Thüringen;2020-11-12;20-59;169.37
Thüringen;2020-11-12;60+;117.28
Thüringen;2020-11-13;00-19;58.492
Thüringen;2020-11-13;20-59;210.53
Thüringen;2020-11-13;60+;128.6
Thüringen;2020-11-14;00-19;44.908
Thüringen;2020-11-14;20-59;220.85
Thüringen;2020-11-14;60+;103.66
Thüringen;2020-11-15;00-19;55.183
Thüringen;2020-11-15;20-59;239.23
Thüringen;2020-11-15;60+;138.83
Thüringen;2020-11-16;00-19;75.817
Thüringen;2020-11-16;20-59;273.62
Thüringen;2020-11-16;60+;182.22
Thüringen;2020-11-17;00-19;71.267
Thüringen;2020-11-17;20-59;251.08
Thüringen;2020-11-17;60+;179.54
Thüringen;2020-11-18;00-19;64.458
Thüringen;2020-11-18;20-59;256.26
Thüringen;2020-11-18;60+;166.56
Thüringen;2020-11-19;00-19;62.325
Thüringen;2020-11-19;20-59;235.96
Thüringen;2020-11-19;60+;139.35
Thüringen;2020-11-20;00-19;68.308
Thüringen;2020-11-20;20-59;250.11
Thüringen;2020-11-20;60+;131.06
Thüringen;2020-11-21;00-19;58.8
Thüringen;2020-11-21;20-59;213.03
Thüringen;2020-11-21;60+;108.52
Thüringen;2020-11-22;00-19;60.758
Thüringen;2020-11-22;20-59;226.14
Thüringen;2020-11-22;60+;108.34
Thüringen;2020-11-23;00-19;78.425
Thüringen;2020-11-23;20-59;267.26
Thüringen;2020-11-23;60+;152.93
Thüringen;2020-11-24;00-19;70.458
Thüringen;2020-11-24;20-59;275.74
Thüringen;2020-11-24;60+;140.05
Thüringen;2020-11-25;00-19;74.742
Thüringen;2020-11-25;20-59;258.73
Thüringen;2020-11-25;60+;134.71
Thüringen;2020-11-26;00-19;65.975
Thüringen;2020-11-26;20-59;245.17
Thüringen;2020-11-26;60+;124.57
Thüringen;2020-11-27;00-19;82.742
Thüringen;2020-11-27;20-59;276.8
Thüringen;2020-11-27;60+;140.83
Thüringen;2020-11-28;00-19;63.642
Thüringen;2020-11-28;20-59;290.92
Thüringen;2020-11-28;60+;119.04
Thüringen;2020-11-29;00-19;60.558
Thüringen;2020-11-29;20-59;261.32
Thüringen;2020-11-29;60+;132.02
Thüringen;2020-11-30;00-19;99.117
Thüringen;2020-11-30;20-59;399.19
Thüringen;2020-11-30;60+;220.09
Thüringen;2020-12-01;00-19;96.9
Thüringen;2020-12-01;20-59;376.79
Thüringen;2020-12-01;60+;232.74
Thüringen;2020-12-02;00-19;78.842
Thüringen;2020-12-02;20-59;368.3
Thüringen;2020-12-02;60+;206.75
Thüringen;2020-12-03;00-19;95.25
Thüringen;2020-12-03;20-59;367.18
Thüringen;2020-12-03;60+;203.15
Thüringen;2020-12-04;00-19;89.083
Thüringen;2020-12-04;20-59;433.85
Thüringen;2020-12-04;60+;228.68
Thüringen;2020-12-05;00-19;71.583
Thüringen;2020-12-05;20-59;415.14
Thüringen;2020-12-05;60+;213.74
Thüringen;2020-12-06;00-19;80.6
Thüringen;2020-12-06;20-59;463.32
Thüringen;2020-12-06;60+;216.62
Thüringen;2020-12-07;00-19;95.242
Thüringen;2020-12-07;20-59;544.39
Thüringen;2020-12-07;60+;302.46
Thüringen;2020-12-08;00-19;98.942
Thüringen;2020-12-08;20-59;540.89
Thüringen;2020-12-08;60+;320.82
Thüringen;2020-12-09;00-19;104.71
Thüringen;2020-12-09;20-59;497.78
Thüringen;2020-12-09;60+;296.49
Thüringen;2020-12-10;00-19;100.29
Thüringen;2020-12-10;20-59;519.63
Thüringen;2020-12-10;60+;327.43
Thüringen;2020-12-11;00-19;86.642
Thüringen;2020-12-11;20-59;538.77
Thüringen;2020-12-11;60+;301.86
Thüringen;2020-12-12;00-19;73.3
Thüringen;2020-12-12;20-59;560.34
Thüringen;2020-12-12;60+;270.14
Thüringen;2020-12-13;00-19;85.275
Thüringen;2020-12-13;20-59;535.12
Thüringen;2020-12-13;60+;289.44
Thüringen;2020-12-14;00-19;93.133
Thüringen;2020-12-14;20-59;648.49
Thüringen;2020-12-14;60+;399.04
Thüringen;2020-12-15;00-19;87.967
Thüringen;2020-12-15;20-59;581.96
Thüringen;2020-12-15;60+;409.46
Thüringen;2020-12-16;00-19;78.325
Thüringen;2020-12-16;20-59;588.6
Thüringen;2020-12-16;60+;407.41
Thüringen;2020-12-17;00-19;76.492
Thüringen;2020-12-17;20-59;548.58
Thüringen;2020-12-17;60+;399.27
Thüringen;2020-12-18;00-19;77.233
Thüringen;2020-12-18;20-59;557.42
Thüringen;2020-12-18;60+;338.88
Thüringen;2020-12-19;00-19;65.942
Thüringen;2020-12-19;20-59;584.64
Thüringen;2020-12-19;60+;313.41
Thüringen;2020-12-20;00-19;55.8
Thüringen;2020-12-20;20-59;569.62
Thüringen;2020-12-20;60+;348.77
Thüringen;2020-12-21;00-19;64.492
Thüringen;2020-12-21;20-59;598.31
Thüringen;2020-12-21;60+;382.77
Thüringen;2020-12-22;00-19;53.15
Thüringen;2020-12-22;20-59;469.88
Thüringen;2020-12-22;60+;342.88
Thüringen;2020-12-23;00-19;51.2
Thüringen;2020-12-23;20-59;443.99
Thüringen;2020-12-23;60+;324.5
Thüringen;2020-12-24;00-19;46.667
Thüringen;2020-12-24;20-59;417.73
Thüringen;2020-12-24;60+;277.65
Thüringen;2020-12-25;00-19;45.558
Thüringen;2020-12-25;20-59;378.5
Thüringen;2020-12-25;60+;261.77
Thüringen;2020-12-26;00-19;50.692
Thüringen;2020-12-26;20-59;479.21
Thüringen;2020-12-26;60+;270
Thüringen;2020-12-27;00-19;43.383
Thüringen;2020-12-27;20-59;490.71
Thüringen;2020-12-27;60+;307.48
Thüringen;2020-12-28;00-19;70.617
Thüringen;2020-12-28;20-59;617.01
Thüringen;2020-12-28;60+;410.67
Thüringen;2020-12-29;00-19;61.717
Thüringen;2020-12-29;20-59;472.43
Thüringen;2020-12-29;60+;332.13
Thüringen;2020-12-30;00-19;54.25
Thüringen;2020-12-30;20-59;385.43
Thüringen;2020-12-30;60+;273.31
Thüringen;2020-12-31;00-19;39.533
Thüringen;2020-12-31;20-59;368.31
Thüringen;2020-12-31;60+;246.4
Thüringen;2021-01-01;00-19;59.567
Thüringen;2021-01-01;20-59;361.76
Thüringen;2021-01-01;60+;237.87
Thüringen;2021-01-02;00-19;55.742
Thüringen;2021-01-02;20-59;465.22
Thüringen;2021-01-02;60+;277.21
Thüringen;2021-01-03;00-19;75.892
Thüringen;2021-01-03;20-59;604.54
Thüringen;2021-01-03;60+;302.86
Thüringen;2021-01-04;00-19;87.375
Thüringen;2021-01-04;20-59;614.04
Thüringen;2021-01-04;60+;394.67
Thüringen;2021-01-05;00-19;75.717
Thüringen;2021-01-05;20-59;521.93
Thüringen;2021-01-05;60+;355.82
Thüringen;2021-01-06;00-19;73.717
Thüringen;2021-01-06;20-59;386.72
Thüringen;2021-01-06;60+;308.77
Thüringen;2021-01-07;00-19;66.442
Thüringen;2021-01-07;20-59;384.1
Thüringen;2021-01-07;60+;247.38
Thüringen;2021-01-08;00-19;82.183
Thüringen;2021-01-08;20-59;422.58
Thüringen;2021-01-08;60+;277.29
Thüringen;2021-01-09;00-19;49.85
Thüringen;2021-01-09;20-59;391.26
Thüringen;2021-01-09;60+;196.68
Thüringen;2021-01-10;00-19;52.975
Thüringen;2021-01-10;20-59;407.91
Thüringen;2021-01-10;60+;258.14
Thüringen;2021-01-11;00-19;73.083
Thüringen;2021-01-11;20-59;438.8
Thüringen;2021-01-11;60+;315.43
Thüringen;2021-01-12;00-19;56.5
Thüringen;2021-01-12;20-59;353.62
Thüringen;2021-01-12;60+;272.51
Thüringen;2021-01-13;00-19;57.192
Thüringen;2021-01-13;20-59;365.2
Thüringen;2021-01-13;60+;238.41
Thüringen;2021-01-14;00-19;58.742
Thüringen;2021-01-14;20-59;331.31
Thüringen;2021-01-14;60+;217.65
Thüringen;2021-01-15;00-19;47.275
Thüringen;2021-01-15;20-59;373.52
Thüringen;2021-01-15;60+;231.25
Thüringen;2021-01-16;00-19;52.858
Thüringen;2021-01-16;20-59;340.67
Thüringen;2021-01-16;60+;198.68
Thüringen;2021-01-17;00-19;46.35
Thüringen;2021-01-17;20-59;365.83
Thüringen;2021-01-17;60+;214.43
Thüringen;2021-01-18;00-19;73.992
Thüringen;2021-01-18;20-59;404.27
Thüringen;2021-01-18;60+;284.08
Thüringen;2021-01-19;00-19;45.642
Thüringen;2021-01-19;20-59;293.48
Thüringen;2021-01-19;60+;221.28
Thüringen;2021-01-20;00-19;52.992
Thüringen;2021-01-20;20-59;255.12
Thüringen;2021-01-20;60+;216.65
Thüringen;2021-01-21;00-19;45.267
Thüringen;2021-01-21;20-59;269.09
Thüringen;2021-01-21;60+;176.57
Thüringen;2021-01-22;00-19;47.8
Thüringen;2021-01-22;20-59;311.51
Thüringen;2021-01-22;60+;187.64
Thüringen;2021-01-23;00-19;27.4
Thüringen;2021-01-23;20-59;242.77
Thüringen;2021-01-23;60+;130.07
Thüringen;2021-01-24;00-19;35.258
Thüringen;2021-01-24;20-59;266.52
Thüringen;2021-01-24;60+;150.47
Thüringen;2021-01-25;00-19;64.033
Thüringen;2021-01-25;20-59;326.58
Thüringen;2021-01-25;60+;192.69
Thüringen;2021-01-26;00-19;42.008
Thüringen;2021-01-26;20-59;311.39
Thüringen;2021-01-26;60+;185.54
Thüringen;2021-01-27;00-19;47.233
Thüringen;2021-01-27;20-59;254.61
Thüringen;2021-01-27;60+;151.82
Thüringen;2021-01-28;00-19;40.067
Thüringen;2021-01-28;20-59;240.06
Thüringen;2021-01-28;60+;154.2
Thüringen;2021-01-29;00-19;38.083
Thüringen;2021-01-29;20-59;239.34
Thüringen;2021-01-29;60+;141.87
Thüringen;2021-01-30;00-19;40.142
Thüringen;2021-01-30;20-59;256.27
Thüringen;2021-01-30;60+;132.06
Thüringen;2021-01-31;00-19;33.158
Thüringen;2021-01-31;20-59;214.93
Thüringen;2021-01-31;60+;128.38
Thüringen;2021-02-01;00-19;43.35
Thüringen;2021-02-01;20-59;295.47
Thüringen;2021-02-01;60+;214.74
Thüringen;2021-02-02;00-19;40.692
Thüringen;2021-02-02;20-59;225.85
Thüringen;2021-02-02;60+;182.29
Thüringen;2021-02-03;00-19;41.842
Thüringen;2021-02-03;20-59;214.97
Thüringen;2021-02-03;60+;120.67
Thüringen;2021-02-04;00-19;33.875
Thüringen;2021-02-04;20-59;184.88
Thüringen;2021-02-04;60+;100.58
Thüringen;2021-02-05;00-19;23.458
Thüringen;2021-02-05;20-59;165.4
Thüringen;2021-02-05;60+;110.72
Thüringen;2021-02-06;00-19;21.583
Thüringen;2021-02-06;20-59;199.22
Thüringen;2021-02-06;60+;97.217
Thüringen;2021-02-07;00-19;20.558
Thüringen;2021-02-07;20-59;178.93
Thüringen;2021-02-07;60+;86.358
Thüringen;2021-02-08;00-19;40.242
Thüringen;2021-02-08;20-59;241.57
Thüringen;2021-02-08;60+;125.97
Thüringen;2021-02-09;00-19;36.683
Thüringen;2021-02-09;20-59;207.32
Thüringen;2021-02-09;60+;104.4
Thüringen;2021-02-10;00-19;29.933
Thüringen;2021-02-10;20-59;206.62
Thüringen;2021-02-10;60+;113.57
Thüringen;2021-02-11;00-19;30.05
Thüringen;2021-02-11;20-59;175.76
Thüringen;2021-02-11;60+;129.06
Thüringen;2021-02-12;00-19;24.842
Thüringen;2021-02-12;20-59;205.99
Thüringen;2021-02-12;60+;130.52
Thüringen;2021-02-13;00-19;22.442
Thüringen;2021-02-13;20-59;195.73
Thüringen;2021-02-13;60+;108.92
Thüringen;2021-02-14;00-19;34.367
Thüringen;2021-02-14;20-59;209.53
Thüringen;2021-02-14;60+;122.26
Thüringen;2021-02-15;00-19;41.358
Thüringen;2021-02-15;20-59;246.53
Thüringen;2021-02-15;60+;163.44
Thüringen;2021-02-16;00-19;46.892
Thüringen;2021-02-16;20-59;256.41
Thüringen;2021-02-16;60+;161.12
Thüringen;2021-02-17;00-19;41.833
Thüringen;2021-02-17;20-59;188.99
Thüringen;2021-02-17;60+;133.51
Thüringen;2021-02-18;00-19;42.458
Thüringen;2021-02-18;20-59;183.48
Thüringen;2021-02-18;60+;118.77
Thüringen;2021-02-19;00-19;32.983
Thüringen;2021-02-19;20-59;211.32
Thüringen;2021-02-19;60+;107.89
Thüringen;2021-02-20;00-19;47.867
Thüringen;2021-02-20;20-59;256.06
Thüringen;2021-02-20;60+;128.34
Thüringen;2021-02-21;00-19;47.942
Thüringen;2021-02-21;20-59;200.74
Thüringen;2021-02-21;60+;116.03
Thüringen;2021-02-22;00-19;49.75
Thüringen;2021-02-22;20-59;236.01
Thüringen;2021-02-22;60+;163.87
Thüringen;2021-02-23;00-19;48.858
Thüringen;2021-02-23;20-59;196.94
Thüringen;2021-02-23;60+;139.77
Thüringen;2021-02-24;00-19;53.558
Thüringen;2021-02-24;20-59;194.28
Thüringen;2021-02-24;60+;130.55
Thüringen;2021-02-25;00-19;54.367
Thüringen;2021-02-25;20-59;204.86
Thüringen;2021-02-25;60+;100.22
Thüringen;2021-02-26;00-19;81.267
Thüringen;2021-02-26;20-59;240.38
Thüringen;2021-02-26;60+;111.63
Thüringen;2021-02-27;00-19;59.683
Thüringen;2021-02-27;20-59;182.84
Thüringen;2021-02-27;60+;91.967
Thüringen;2021-02-28;00-19;84.817
Thüringen;2021-02-28;20-59;204.43
Thüringen;2021-02-28;60+;96.675
Thüringen;2021-03-01;00-19;89.867
Thüringen;2021-03-01;20-59;340.38
Thüringen;2021-03-01;60+;142.04
Thüringen;2021-03-02;00-19;81.892
Thüringen;2021-03-02;20-59;232.62
Thüringen;2021-03-02;60+;115.44
Thüringen;2021-03-03;00-19;97.442
Thüringen;2021-03-03;20-59;224.61
Thüringen;2021-03-03;60+;97.075
Thüringen;2021-03-04;00-19;74.242
Thüringen;2021-03-04;20-59;225.6
Thüringen;2021-03-04;60+;97.358
Thüringen;2021-03-05;00-19;81.017
Thüringen;2021-03-05;20-59;243.11
Thüringen;2021-03-05;60+;103.86
Thüringen;2021-03-06;00-19;88.417
Thüringen;2021-03-06;20-59;268.63
Thüringen;2021-03-06;60+;121.17
Thüringen;2021-03-07;00-19;91.483
Thüringen;2021-03-07;20-59;283.65
Thüringen;2021-03-07;60+;107.53
Thüringen;2021-03-08;00-19;122.96
Thüringen;2021-03-08;20-59;359.06
Thüringen;2021-03-08;60+;163.26
Thüringen;2021-03-09;00-19;102.22
Thüringen;2021-03-09;20-59;293.17
Thüringen;2021-03-09;60+;130.05
Thüringen;2021-03-10;00-19;105.72
Thüringen;2021-03-10;20-59;321.07
Thüringen;2021-03-10;60+;158.59
Thüringen;2021-03-11;00-19;90.825
Thüringen;2021-03-11;20-59;328.89
Thüringen;2021-03-11;60+;137.7
Thüringen;2021-03-12;00-19;97.125
Thüringen;2021-03-12;20-59;336.8
Thüringen;2021-03-12;60+;155.3
Thüringen;2021-03-13;00-19;98.875
Thüringen;2021-03-13;20-59;384.91
Thüringen;2021-03-13;60+;138.6
Thüringen;2021-03-14;00-19;113.52
Thüringen;2021-03-14;20-59;356.46
Thüringen;2021-03-14;60+;155.73
Thüringen;2021-03-15;00-19;139.52
Thüringen;2021-03-15;20-59;468.84
Thüringen;2021-03-15;60+;214.31
Thüringen;2021-03-16;00-19;119.08
Thüringen;2021-03-16;20-59;413.58
Thüringen;2021-03-16;60+;180.47
Thüringen;2021-03-17;00-19;120.84
Thüringen;2021-03-17;20-59;386.08
Thüringen;2021-03-17;60+;185.41
Thüringen;2021-03-18;00-19;121.9
Thüringen;2021-03-18;20-59;389.84
Thüringen;2021-03-18;60+;160.47
Thüringen;2021-03-19;00-19;102.53
Thüringen;2021-03-19;20-59;360.67
Thüringen;2021-03-19;60+;168.43
Thüringen;2021-03-20;00-19;111.04
Thüringen;2021-03-20;20-59;401.75
Thüringen;2021-03-20;60+;165.22
Thüringen;2021-03-21;00-19;124.59
Thüringen;2021-03-21;20-59;383.91
Thüringen;2021-03-21;60+;174.97
Thüringen;2021-03-22;00-19;142.46
Thüringen;2021-03-22;20-59;515.41
Thüringen;2021-03-22;60+;234.55
Thüringen;2021-03-23;00-19;126.33
Thüringen;2021-03-23;20-59;483.37
Thüringen;2021-03-23;60+;202.06
Thüringen;2021-03-24;00-19;121.47
Thüringen;2021-03-24;20-59;472.05
Thüringen;2021-03-24;60+;191.93
Thüringen;2021-03-25;00-19;130.06
Thüringen;2021-03-25;20-59;410.44
Thüringen;2021-03-25;60+;200.91
Thüringen;2021-03-26;00-19;104.54
Thüringen;2021-03-26;20-59;470.82
Thüringen;2021-03-26;60+;190.42
Thüringen;2021-03-27;00-19;90.342
Thüringen;2021-03-27;20-59;466.39
Thüringen;2021-03-27;60+;180.59
Thüringen;2021-03-28;00-19;99.967
Thüringen;2021-03-28;20-59;467.86
Thüringen;2021-03-28;60+;203.89
Thüringen;2021-03-29;00-19;113.75
Thüringen;2021-03-29;20-59;482.62
Thüringen;2021-03-29;60+;227.88
Thüringen;2021-03-30;00-19;117.1
Thüringen;2021-03-30;20-59;419.56
Thüringen;2021-03-30;60+;217.49
Thüringen;2021-03-31;00-19;87.75
Thüringen;2021-03-31;20-59;389.2
Thüringen;2021-03-31;60+;165.51
Thüringen;2021-04-01;00-19;83.75
Thüringen;2021-04-01;20-59;419.73
Thüringen;2021-04-01;60+;215.16
Thüringen;2021-04-02;00-19;81.683
Thüringen;2021-04-02;20-59;437.02
Thüringen;2021-04-02;60+;212.25
Thüringen;2021-04-03;00-19;64.892
Thüringen;2021-04-03;20-59;342.01
Thüringen;2021-04-03;60+;169.47
Thüringen;2021-04-04;00-19;83.908
Thüringen;2021-04-04;20-59;432.77
Thüringen;2021-04-04;60+;180.24
Thüringen;2021-04-05;00-19;96.675
Thüringen;2021-04-05;20-59;421.68
Thüringen;2021-04-05;60+;186.14
Thüringen;2021-04-06;00-19;98.392
Thüringen;2021-04-06;20-59;471.32
Thüringen;2021-04-06;60+;192.19
Thüringen;2021-04-07;00-19;99.625
Thüringen;2021-04-07;20-59;436.57
Thüringen;2021-04-07;60+;204.76
Thüringen;2021-04-08;00-19;109.8
Thüringen;2021-04-08;20-59;436.46
Thüringen;2021-04-08;60+;164.65
Thüringen;2021-04-09;00-19;108.13
Thüringen;2021-04-09;20-59;365.85
Thüringen;2021-04-09;60+;174.24
Thüringen;2021-04-10;00-19;127.72
Thüringen;2021-04-10;20-59;509.97
Thüringen;2021-04-10;60+;181.57
Thüringen;2021-04-11;00-19;94.092
Thüringen;2021-04-11;20-59;400.12
Thüringen;2021-04-11;60+;175.48
Thüringen;2021-04-12;00-19;150.62
Thüringen;2021-04-12;20-59;511.96
Thüringen;2021-04-12;60+;201.58
Thüringen;2021-04-13;00-19;118.67
Thüringen;2021-04-13;20-59;369.27
Thüringen;2021-04-13;60+;165.48
Thüringen;2021-04-14;00-19;110.56
Thüringen;2021-04-14;20-59;424.95
Thüringen;2021-04-14;60+;177.75
Thüringen;2021-04-15;00-19;109.88
Thüringen;2021-04-15;20-59;361.5
Thüringen;2021-04-15;60+;165.15
Thüringen;2021-04-16;00-19;113.12
Thüringen;2021-04-16;20-59;434.01
Thüringen;2021-04-16;60+;174.86
Thüringen;2021-04-17;00-19;98.292
Thüringen;2021-04-17;20-59;382.81
Thüringen;2021-04-17;60+;148.05
Thüringen;2021-04-18;00-19;118.6
Thüringen;2021-04-18;20-59;429.32
Thüringen;2021-04-18;60+;165.74
Thüringen;2021-04-19;00-19;135.91
Thüringen;2021-04-19;20-59;463.84
Thüringen;2021-04-19;60+;217.58
Thüringen;2021-04-20;00-19;134.6
Thüringen;2021-04-20;20-59;410.71
Thüringen;2021-04-20;60+;183.49
Thüringen;2021-04-21;00-19;118.73
Thüringen;2021-04-21;20-59;409.56
Thüringen;2021-04-21;60+;157.85
Thüringen;2021-04-22;00-19;129.14
Thüringen;2021-04-22;20-59;395.57
Thüringen;2021-04-22;60+;139.39
Thüringen;2021-04-23;00-19;112.02
Thüringen;2021-04-23;20-59;369.73
Thüringen;2021-04-23;60+;161.47
Thüringen;2021-04-24;00-19;124.74
Thüringen;2021-04-24;20-59;457.57
Thüringen;2021-04-24;60+;140.14
Thüringen;2021-04-25;00-19;125.15
Thüringen;2021-04-25;20-59;361.9
Thüringen;2021-04-25;60+;113.7
Thüringen;2021-04-26;00-19;138.89
Thüringen;2021-04-26;20-59;468.77
Thüringen;2021-04-26;60+;179.18
Thüringen;2021-04-27;00-19;124.98
Thüringen;2021-04-27;20-59;401.16
Thüringen;2021-04-27;60+;151.92
Thüringen;2021-04-28;00-19;103.79
Thüringen;2021-04-28;20-59;373.02
Thüringen;2021-04-28;60+;158.66
Thüringen;2021-04-29;00-19;98.5
Thüringen;2021-04-29;20-59;290.92
Thüringen;2021-04-29;60+;137.22
Thüringen;2021-04-30;00-19;78.275
Thüringen;2021-04-30;20-59;362.54
Thüringen;2021-04-30;60+;132.81
Thüringen;2021-05-01;00-19;87.242
Thüringen;2021-05-01;20-59;347.48
Thüringen;2021-05-01;60+;124.22
Thüringen;2021-05-02;00-19;87.542
Thüringen;2021-05-02;20-59;324.66
Thüringen;2021-05-02;60+;120.53
Thüringen;2021-05-03;00-19;139.09
Thüringen;2021-05-03;20-59;376.59
Thüringen;2021-05-03;60+;138.4
Thüringen;2021-05-04;00-19;107.78
Thüringen;2021-05-04;20-59;303.01
Thüringen;2021-05-04;60+;122.03
Thüringen;2021-05-05;00-19;104.38
Thüringen;2021-05-05;20-59;281.18
Thüringen;2021-05-05;60+;122.71
Thüringen;2021-05-06;00-19;90.525
Thüringen;2021-05-06;20-59;256.71
Thüringen;2021-05-06;60+;97.417
Thüringen;2021-05-07;00-19;89.767
Thüringen;2021-05-07;20-59;228.38
Thüringen;2021-05-07;60+;99.508
Thüringen;2021-05-08;00-19;69.517
Thüringen;2021-05-08;20-59;215.52
Thüringen;2021-05-08;60+;86.617
Thüringen;2021-05-09;00-19;66.733
Thüringen;2021-05-09;20-59;204.72
Thüringen;2021-05-09;60+;80.642
Thüringen;2021-05-10;00-19;101.67
Thüringen;2021-05-10;20-59;300.97
Thüringen;2021-05-10;60+;133.51
Thüringen;2021-05-11;00-19;66.008
Thüringen;2021-05-11;20-59;217.28
Thüringen;2021-05-11;60+;77.817
Thüringen;2021-05-12;00-19;66.758
Thüringen;2021-05-12;20-59;216.55
Thüringen;2021-05-12;60+;88.842
Thüringen;2021-05-13;00-19;48.467
Thüringen;2021-05-13;20-59;187.23
